property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,mm merlin,sector 67,3.39,14377.0,2358.0,Super Built up area 2358(219.07 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3,14.0,East,Relatively New,2358.0,2100.0,2000.0,0,0,0,1,0,0,26
flat,emaar imperial gardens,sector 102,1.7,8395.0,2025.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,8.0,North-East,Relatively New,2025.0,1750.0,1600.0,0,0,1,1,0,0,174
flat,shree vardhman victoria,sector 70,1.65,8462.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,6.0,North-East,Relatively New,1950.0,,1161.0,0,0,1,1,0,1,167
flat,mm golfestate,sector 65,5.2,17456.0,2979.0,Super Built up area 2979(276.76 sq.m.),3,3,3,18.0,North,Relatively New,2979.0,,,0,0,0,1,1,0,76
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,915.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,12.0,not available,New Property,915.0,,600.0,0,0,0,0,0,1,57
flat,ss the leaf,sector 85,1.83,7609.0,2405.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1925 sq.ft. (178.84 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,3,9.0,North-East,Relatively New,2408.0,1925.0,1875.0,0,0,0,0,0,0,49
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.),4,4,3,2.0,South-West,Relatively New,1975.0,1800.0,,0,0,0,1,1,0,21
flat,godrej nature plus,sector 33,1.7,12593.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3,3,3+,6.0,not available,New Property,,,1350.0,0,0,0,1,0,0,38
flat,signature global solera,sector 107,0.28,5622.0,498.0,Carpet area: 489 (45.43 sq.m.),2,2,2,14.0,North-West,Relatively New,,,489.0,0,0,0,0,0,1,38
flat,sobha city,sector 108,3.25,15685.0,2072.0,Super Built up area 2072(192.5 sq.m.),3,3,3,12.0,North,Relatively New,2072.0,,,0,0,0,0,0,1,99
flat,dlf the skycourt,sector 86,1.54,8652.0,1780.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,3,3+,15.0,North-West,Relatively New,1929.0,1780.0,1670.0,0,0,0,1,0,0,174
house,dlf city plots phase,sector 25,10.55,39049.0,2701.7389,Plot area 300(250.84 sq.m.),5,6,3+,3.0,East,Moderately Old,,2700.0,,0,1,1,1,1,1,131
flat,tata primanti,sector 72,3.5,11427.0,3063.0,Built Up area: 2625 (243.87 sq.m.),4,5,3+,10.0,West,Relatively New,,2625.0,,1,0,0,1,0,1,38
flat,dlf new town heights,sector 90,1.2,6218.0,1930.0,Carpet area: 1930 (179.3 sq.m.),3,3,3+,8.0,North-West,Moderately Old,,,1930.0,0,0,1,1,0,1,59
flat,orchid petals,sector 49,2.55,12319.0,2070.0,Super Built up area 2070(192.31 sq.m.)Built Up area: 2060 sq.ft. (191.38 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,8.0,East,Relatively New,2070.0,2060.0,1760.0,0,0,0,0,1,0,49
flat,ansal heights,sector 86,1.25,7396.0,1690.0,Super Built up area 1690(157.01 sq.m.),3,2,1,11.0,not available,New Property,1690.0,,,0,0,0,0,0,0,45
flat,tulip violet,sector 69,1.7,8433.0,2016.0,Super Built up area 2010(186.74 sq.m.),4,4,2,10.0,South,New Property,2010.0,,,0,0,0,0,0,1,125
flat,mm sierra,sector 68,1.25,10246.0,1220.0,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),2,2,3,4.0,not available,New Property,1220.0,,694.0,0,0,0,0,0,1,44
flat,siddhi vinayak apartments,sector 55,1.44,8471.0,1700.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,6.0,South,Moderately Old,1850.0,1700.0,1500.0,1,0,0,0,0,0,47
house,independent,sector 5,0.85,8491.0,1001.0427,Built Up area: 1000 (92.9 sq.m.),1,1,0,1.0,not available,Undefined,,1000.0,,0,0,0,0,0,0,0
flat,ild greens,sector 37c,0.78,5714.0,1365.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,North,Moderately Old,1365.0,1068.1,900.0,0,0,0,0,0,0,103
house,independent,sector 57,8.31,24201.0,3433.6841,Plot area 382(319.4 sq.m.),5,6,3+,4.0,North-East,Old Property,,3438.0,,0,1,1,1,1,1,34
house,suncity township,sector 54,25.0,27782.0,8998.6204,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,North,Moderately Old,,9000.0,,0,1,1,1,1,0,0
house,independent,sector 47,0.99,17032.0,581.2506,Plot area 64(53.51 sq.m.),4,4,3,4.0,not available,Relatively New,,576.0,,0,0,0,0,0,1,13
flat,aipl club residences,sector 70a,0.95,10215.0,930.0,Built Up area: 930 (86.4 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,1,11.0,North-East,New Property,,930.0,730.0,0,0,0,0,0,0,103
house,vipul tatvam villa,sector 48,8.5,26235.0,3239.9339,Plot area 360(301.01 sq.m.),4,4,2,,East,Moderately Old,,3240.0,,0,1,1,1,0,1,88
house,ansals palam vihar,sector 2,5.7,12527.0,4550.0,Plot area 430(359.53 sq.m.)Built Up area: 4550 sq.yards (3804.38 sq.m.)Carpet area: 4450 sq.yards (3720.77 sq.m.),5,5,2,2.0,North-East,Old Property,,4550.0,4450.0,0,0,1,0,0,2,94
flat,breez global hill view,sohna road,0.32,5776.0,554.0,Carpet area: 554 (51.47 sq.m.),2,2,2,19.0,North,Relatively New,,,554.0,0,0,0,0,0,0,21
flat,tata primanti,sector 72,3.19,12152.0,2625.0,Super Built up area 2625(243.87 sq.m.),4,5,3+,20.0,North,Relatively New,2625.0,,,0,0,0,1,0,0,159
house,dlf city plots phase,sector 25,15.5,34286.0,4520.838,Plot area 502(419.74 sq.m.),5,6,3+,3.0,East,Moderately Old,,4518.0,,0,1,1,1,1,1,144
house,independent,sector 57,3.6,20773.0,1732.9878999999999,Plot area 192(160.54 sq.m.),4,4,2,2.0,South,Old Property,,1728.0,,0,1,1,1,1,0,110
flat,signature the serenas,sohna road,0.5,9398.0,532.0,Carpet area: 531.57 (49.38 sq.m.),2,2,2,6.0,not available,New Property,,,531.521382,0,0,0,0,0,1,37
house,rattan garden,sector 7,1.3,13570.0,957.9870999999999,Built Up area: 963 (89.47 sq.m.),5,3,2,3.0,not available,Old Property,,963.0,,0,0,0,0,0,1,0
flat,supertech araville,sector 79,0.71,6063.0,1171.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17.0,North,New Property,1295.0,,1250.0,1,0,0,0,0,1,53
flat,smart world gems,sector 89,0.95,8597.0,1105.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,not available,New Property,,,1103.0,0,0,0,1,1,0,38
flat,dlf new town heights,sector 90,1.95,7151.0,2727.0,Super Built up area 2727(253.35 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3+,24.0,North-East,Relatively New,2727.0,,2200.0,0,1,0,1,0,1,174
house,emaar mgf marbella,sector 66,11.0,33951.0,3239.9339,Plot area 360(301.01 sq.m.),5,6,3+,2.0,North-East,New Property,,3240.0,,0,1,1,1,1,0,153
flat,bestech altura,sector 79,1.72,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,3+,5.0,North-East,Relatively New,2150.0,,1300.0,0,0,0,1,0,0,174
flat,shree vardhman flora,sector 90,0.65,4815.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,West,Relatively New,1350.0,,,0,0,0,0,1,0,174
house,unitech south city,sector 50,5.88,27178.0,2163.5439,Plot area 240(200.67 sq.m.),9,9,3+,3.0,East,Relatively New,,2160.0,,1,0,1,1,1,2,128
flat,mapsko mount ville,sector 79,1.65,9091.0,1815.0,Built Up area: 1815 (168.62 sq.m.),3,3,0,12.0,not available,Undefined,,1815.0,,0,0,0,0,0,1,0
flat,dlf new town heights,sector 90,1.25,6477.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,6.0,West,Relatively New,1930.0,1929.0,1928.0,0,0,1,1,0,0,136
flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Relatively New,,4200.0,,0,0,1,1,0,0,87
flat,vatika sovereign park,sector 99,3.25,9673.0,3360.0,Super Built up area 3360(312.15 sq.m.),4,4,3+,2.0,not available,New Property,3360.0,,,0,0,0,1,0,0,123
flat,citizen apartment,sector 51,3.55,6826.0,5201.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4700 sq.ft. (436.64 sq.m.),5,6,3+,11.0,North,Moderately Old,,5200.0,4700.0,0,1,1,1,1,0,157
flat,supertech araville,sector 79,0.78,6023.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,17.0,not available,Relatively New,1295.0,,,0,0,0,0,0,1,24
flat,experion windchants,sector 112,5.2,10726.0,4848.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0,0,1,1,0,0,174
flat,unitech sunbreeze,sector 69,0.74,5502.0,1345.0,Super Built up area 1337(124.21 sq.m.),3,3,1,10.0,not available,Under Construction,1337.0,,,0,0,0,1,0,1,60
flat,shree vardhman victoria,sector 70,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,North-East,Relatively New,1950.0,,1161.0,0,0,0,1,0,1,126
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,2900.0,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,South,Relatively New,,,2900.0,0,0,0,1,0,0,21
house,independent,sector 4,0.8,11797.0,678.1256999999999,Plot area 75(62.71 sq.m.),5,3,1,2.0,not available,Moderately Old,,675.0,,0,0,0,0,0,1,0
flat,ss almeria,sector 84,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,2.0,not available,New Property,2000.0,,1700.0,0,0,0,1,0,1,108
flat,signature global park,sector 36,0.85,11333.0,750.0,Carpet area: 750 (69.68 sq.m.),3,2,3,1.0,not available,New Property,,,750.0,0,0,0,0,0,0,33
flat,dlf regal gardens,sector 90,1.78,8036.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,8.0,South,Relatively New,2215.0,2000.0,1650.0,0,0,0,0,0,0,126
flat,emaar mgf palm hills,sector 77,1.5,12744.0,1177.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,3,3,4.0,North-East,Relatively New,1450.0,,1177.0,0,0,0,0,0,0,97
flat,the lions cghs,sector 56,2.05,7885.0,2600.0,Built Up area: 2600 (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,7.0,West,Old Property,,2600.0,2400.0,0,1,0,0,0,0,120
flat,ansal housing highland park,sector 103,1.25,6443.0,1940.0,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3+,2.0,North-East,New Property,1940.0,,1056.0,0,0,1,0,0,1,105
flat,emaar gurgaon greens,sector 102,1.52,9212.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,North-West,Relatively New,1650.0,,1022.58,0,0,0,1,0,0,137
flat,bptp terra,sector 37d,1.4,7731.0,1811.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,5.0,South-East,Relatively New,1811.0,1711.0,1611.0,0,0,0,0,0,0,149
flat,capital residences,sector 70a,1.18,8138.0,1450.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,7.0,East,New Property,1450.0,1400.0,1000.0,0,0,1,0,0,0,140
flat,ild grand,sector 37c,0.66,5038.0,1310.0,Built Up area: 1310 (121.7 sq.m.),2,2,3+,14.0,not available,Undefined,,1310.0,,0,0,0,0,0,0,60
house,independent,sector 11,0.44,4258.0,1033.3344,Carpet area: 115 (96.15 sq.m.),3,2,1,1.0,not available,Relatively New,,,115.0,1,0,1,0,0,0,46
flat,suncity platinum towers,sector 28,7.0,22222.0,3150.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10.0,North,Moderately Old,3150.0,,1913.0,0,0,0,1,0,1,31
house,independent,sector 43,2.5,26096.0,957.9870999999999,Plot area 107(89.47 sq.m.),7,7,3,4.0,West,Relatively New,,963.0,,1,0,0,0,0,2,20
flat,vatika gurgaon,sector 83,1.12,6455.0,1735.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1126 sq.ft. (104.61 sq.m.),3,3,2,4.0,South-East,Relatively New,1735.0,1200.0,1126.0,0,1,1,1,1,0,165
flat,park view apartments,sector 15,1.6,11034.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-West,Moderately Old,,,1450.0,0,0,1,0,0,1,56
flat,vatika gurgaon,sector 83,1.15,5808.0,1980.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1308 sq.ft. (121.52 sq.m.),3,3,2,3.0,South,Relatively New,1980.0,1350.0,1308.0,0,1,1,1,1,0,165
flat,microtek greenburg,sector 86,1.45,9797.0,1480.0,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3,8.0,North-East,Relatively New,,1480.0,1050.0,0,0,0,0,0,2,72
flat,signature the roselia,sector 95,0.48,7164.0,670.0,Carpet area: 670 (62.25 sq.m.),2,2,2,6.0,not available,Relatively New,,,670.0,0,0,0,0,0,1,16
house,independent,sector 17,0.29,362.0,8019.0,Plot area 891(82.78 sq.m.),2,1,0,0.0,West,Old Property,,8019.0,,0,0,0,0,0,0,0
flat,dlf carlton estate,sector 43,2.0,14215.0,1407.0,Super Built up area 1407(130.71 sq.m.),3,3,2,5.0,South-West,Moderately Old,1407.0,,,0,0,0,0,0,1,65
flat,central park flower valley,sector 33,1.35,10385.0,1300.0,Carpet area: 1300 (120.77 sq.m.),3,2,2,3.0,West,New Property,,,1300.0,0,0,0,0,0,1,87
flat,ambience lagoon,sector 24,4.25,13281.0,3200.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3.0,North-East,Old Property,3200.0,,3156.0,0,0,1,1,0,0,143
flat,hcbs sports ville,sohna road,0.2,4219.0,474.0,Built Up area: 473.99 (44.04 sq.m.),1,1,1,3.0,East,New Property,,474.042156,,0,0,0,0,0,0,71
flat,green homes,sector 52,1.85,7872.0,2350.0,Super Built up area 2350(218.32 sq.m.),3,3,3,7.0,not available,Moderately Old,2350.0,,,0,0,0,1,0,1,28
flat,signature global synera,sector 81,0.5,7886.0,634.0,Carpet area: 634 (58.9 sq.m.),2,2,1,11.0,East,New Property,,,634.0,0,0,0,0,0,2,97
house,dlf city plots phase,sector 25,10.75,29901.0,3595.1425999999997,Plot area 400(334.45 sq.m.),9,9,3+,3.0,South-West,Old Property,,3600.0,,0,1,1,1,0,1,73
flat,umang monsoon breeze,sector 78,0.75,6053.0,1239.0,Built Up area: 1239 (115.11 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,1,5.0,East,Undefined,,1239.0,1100.0,0,0,0,0,0,0,0
flat,godrej aria,sector 79,1.95,8519.0,2289.0,Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),3,4,3+,10.0,not available,New Property,2289.0,,1121.0,0,0,0,1,0,1,32
house,emaar mgf marbella,sector 66,9.01,16066.0,5607.9919,Plot area 521,4,4,3+,3.0,North-East,Relatively New,,4689.0,,0,1,0,1,0,0,122
flat,dlf the arbour,sector 63,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,0,27.0,not available,Undefined,,3950.0,,0,0,0,0,0,1,61
flat,hsiidc sidco shivalik apartments,manesar,0.73,3559.0,2051.0,Super Built up area 2050(190.45 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,South,Moderately Old,2050.0,,1400.0,0,0,0,1,0,0,80
flat,smart world gems,sector 89,0.95,8903.0,1067.0,Super Built up area 1067(99.13 sq.m.)Carpet area: 578 sq.ft. (53.7 sq.m.),2,2,2,1.0,East,Undefined,1067.0,,578.0,0,0,0,0,1,0,122
flat,mm heights,sector 65,2.86,13999.0,2043.0,Carpet area: 2040 (189.52 sq.m.),3,3,3,45.0,East,Undefined,,,2040.0,0,0,0,1,0,1,0
flat,signature global park,sohna road,0.87,7190.0,1210.0,Built Up area: 1210 (112.41 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),3,2,3,4.0,not available,Undefined,,1210.0,870.0,0,0,0,0,0,1,58
flat,shree vardhman victoria,sector 70,1.25,9259.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,3.0,East,Relatively New,1350.0,,,0,0,0,0,1,0,43
flat,pivotal riddhi siddhi,sector 99,0.5,8518.0,587.0,Carpet area: 587 (54.53 sq.m.),2,1,2,7.0,not available,New Property,,,587.0,0,0,0,0,0,0,24
house,independent,sector 40,9.5,40117.0,2368.058,Plot area 263(219.9 sq.m.),12,12,3+,4.0,not available,New Property,,2367.0,,0,1,0,0,0,0,57
flat,gls avenue,sector 92,0.45,7614.0,591.0,Built Up area: 646 (60.02 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2,2,1,10.0,not available,New Property,,646.0,591.0,0,0,0,0,1,0,20
flat,tulip white,sector 69,0.9,6000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1326 sq.ft. (123.19 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3+,1.0,West,Relatively New,1500.0,1326.0,1050.0,0,0,0,0,0,0,149
flat,emaar mgf palm terraces select,sector 66,3.4,14108.0,2410.0,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4,4,3+,2.0,North-East,Relatively New,2410.0,2210.0,2040.0,0,0,0,1,0,0,157
house,dlf city phase,sector 26,3.25,33180.0,979.5149,Plot area 109(91.14 sq.m.),3,3,3,2.0,West,Old Property,,981.0,,0,0,0,0,1,1,79
flat,mvn athens,sohna road,0.24,7059.0,340.0,Carpet area: 340.09 (31.6 sq.m.),1,1,1,12.0,West,Relatively New,,,340.13924000000003,0,0,0,0,0,1,66
flat,la vida by tata housing,sector 113,2.7,12179.0,2217.0,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,4,3+,4.0,North-West,Relatively New,,2217.0,1650.0,0,0,0,1,0,0,49
house,independent,sector 12,2.75,12342.0,2228.1273,Built Up area: 2228 (206.99 sq.m.),6,6,2,2.0,not available,Undefined,,2228.0,,0,0,0,0,0,0,0
flat,satya the hermitage,sector 103,0.8,5517.0,1450.0,Built Up area: 1450 (134.71 sq.m.),2,2,0,10.0,not available,Undefined,,1450.0,,0,0,0,0,0,1,61
house,independent,sector 7,1.16,11714.0,990.2787999999999,Carpet area: 110 (91.97 sq.m.),5,4,2,1.0,North-East,Undefined,,,110.0,0,0,0,0,0,1,0
house,independent,sector 43,5.25,27097.0,1937.502,Plot area 215(179.77 sq.m.),4,4,2,2.0,not available,Old Property,,1935.0,,0,0,0,1,1,0,80
flat,lotus homz,sector 111,0.7,10057.0,696.0,Carpet area: 696 (64.66 sq.m.),2,2,2,8.0,East,Relatively New,,,696.0,0,0,0,0,0,1,68
flat,shree vardhman flora,sector 90,0.92,4907.0,1875.0,Super Built up area 1875(174.19 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,4.0,North-East,Relatively New,1875.0,,1161.0,0,0,0,1,0,0,116
flat,dlf the ultima,sector 81,2.3,10994.0,2092.0,Super Built up area 2092(194.35 sq.m.),3,4,3+,6.0,East,New Property,2092.0,,,0,0,0,1,0,2,167
flat,tulip ivory,sector 70,5.0,10417.0,4800.0,Carpet area: 4800 (445.93 sq.m.),6,7,3+,0.0,not available,Relatively New,,,4800.0,0,0,0,1,1,1,119
flat,suncity avenue,sector 102,0.47,8935.0,526.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2,2,1,5.0,South-East,Relatively New,632.0,,532.0,0,1,0,0,0,1,142
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,2.0,South-West,Relatively New,,1650.0,1200.0,0,0,0,1,1,0,158
flat,dlf royalton tower,sector 43,6.2,20687.0,2997.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,not available,Moderately Old,2997.0,,,0,0,0,1,0,1,7
flat,shree arihant apartment,sector 54,1.55,7381.0,2100.0,Super Built up area 2100(195.1 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,3,3+,3.0,North-East,Moderately Old,2100.0,2000.0,1900.0,1,0,1,0,0,0,125
flat,the close north,sector 50,2.35,11228.0,2093.0,Super Built up area 2093(194.45 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3,8.0,North-East,Moderately Old,2093.0,2000.0,1850.0,0,1,0,0,0,0,149
house,independent,sector 23,5.1,16567.0,3078.4754,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,0,1.0,East,Old Property,,125.0,100.0,1,0,0,0,0,1,27
flat,ireo the corridors,sector 67a,1.8,14658.0,1228.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3,3,3,6.0,North,New Property,1921.0,,1227.96,0,1,0,1,0,0,150
flat,sare homes,sector 92,0.71,5354.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,3,3,2.0,North-West,Relatively New,,,1326.0,0,0,1,0,0,0,108
flat,sare homes,sector 92,1.18,5207.0,2266.0,Carpet area: 2266 (210.52 sq.m.),4,4,3,8.0,North,Relatively New,,,2266.0,0,0,0,1,0,0,108
flat,shree vardhman flora,sector 90,1.0,5128.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,8.0,North-East,New Property,1950.0,,,0,0,0,1,0,0,95
flat,bptp terra,sector 37d,1.71,7805.0,2191.0,Built Up area: 2191 (203.55 sq.m.),3,3,3+,7.0,South-West,Relatively New,,2191.0,,0,0,0,0,1,1,38
flat,supertech araville,sector 79,1.0,6536.0,1530.0,Carpet area: 1530 (142.14 sq.m.),2,2,3,4.0,not available,Relatively New,,,1530.0,0,0,0,0,1,1,24
flat,ss the leaf,sector 85,1.07,6524.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,3,21.0,South,Relatively New,1640.0,,,0,0,1,0,0,0,67
flat,unitech the palms,sector 41,2.75,16768.0,1640.0,Super Built up area 1640(152.36 sq.m.),3,3,2,14.0,not available,Old Property,1640.0,,,0,0,0,0,0,2,79
flat,vatika lifestyle homes,sector 83,1.15,6553.0,1755.0,Super Built up area 1755(163.04 sq.m.),3,2,3,15.0,not available,Relatively New,1755.0,,,0,0,0,0,0,1,37
flat,mm golf hills phase,sector 79,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3,2,3,10.0,not available,Undefined,,1570.0,1099.0,0,0,0,0,0,1,0
flat,dlf the crest,sector 54,11.0,35484.0,3100.0,Carpet area: 3100 (288 sq.m.),4,5,3+,7.0,North-East,Relatively New,,,3100.0,0,0,1,1,1,1,49
flat,vatika sovereign next sector-a gurgaon,sector 82a,2.91,6700.0,4343.0,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4,4,3,6.0,East,Under Construction,4350.0,,3480.0,0,1,0,1,1,0,79
flat,nbcc heights,sector 89,0.75,6579.0,1140.0,Super Built up area 1140(105.91 sq.m.),2,2,2,6.0,not available,Moderately Old,1140.0,,,0,0,0,0,0,1,0
flat,ansal api esencia,sector 67,1.2,7407.0,1620.0,Carpet area: 180 (150.5 sq.m.),3,3,2,1.0,not available,Undefined,,,180.0,0,0,0,0,0,1,49
flat,vatika city,sector 49,2.65,11773.0,2251.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3,4,3,11.0,East,Moderately Old,2251.42,1750.75,,0,0,1,1,0,0,140
flat,ss the leaf,sector 85,2.2,6934.0,3173.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,4.0,East,Relatively New,2812.0,,,0,0,0,0,0,1,106
flat,mm capital,sector 113,3.25,14143.0,2298.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,34.0,not available,Undefined,,,2298.0,0,0,1,1,1,1,115
house,independent,sector 70a,2.1,34839.0,602.7783999999999,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,not available,New Property,,,600.0,0,0,0,0,0,1,0
flat,dlf park place,sector 54,4.85,27171.0,1785.0,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),3,4,3+,6.0,North,Moderately Old,1983.0,1785.0,1607.0,0,0,0,1,0,2,158
flat,bptp astaire gardens,sector 70a,1.8,9351.0,1925.0,Built Up area: 1925 (178.84 sq.m.),3,3,3,3.0,North-West,Relatively New,,1925.0,,0,0,0,0,1,1,135
flat,raheja vedas,sector 108,2.15,4134.0,5201.0,Super Built up area 5200(483.1 sq.m.)Built Up area: 4600 sq.ft. (427.35 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),3,4,3+,12.0,East,Relatively New,5200.0,4600.0,4000.0,0,0,0,0,1,0,0
